02/15/2017,01:00,AEEC, 18.18,N
02/15/2017,01:00,AMISTAD_ALL, 18.08,N
02/15/2017,01:00,AMOCOOIL_CC1, 18.11,N
02/15/2017,01:00,AMOCOOIL_CC2, 18.11,N
02/15/2017,01:00,AMOCO_PUN1, 18.11,N
02/15/2017,01:00,AMOCO_PUN2, 18.11,N
02/15/2017,01:00,AMO_AMOCO_1, 18.11,N
02/15/2017,01:00,AMO_AMOCO_2, 18.11,N
02/15/2017,01:00,AMO_AMOCO_5, 18.11,N
02/15/2017,01:00,AMO_AMOCO_G1, 18.11,N
02/15/2017,01:00,AMO_AMOCO_G2, 18.11,N
02/15/2017,01:00,AMO_AMOCO_G3, 18.11,N
02/15/2017,01:00,AMO_AMOCO_S1, 18.11,N
02/15/2017,01:00,AMO_AMOCO_S2, 18.11,N
02/15/2017,01:00,ANACACHO_ANA, 18.11,N
02/15/2017,01:00,ATK_ATKINSG7, 18.13,N
02/15/2017,01:00,AUSTPL_ALL, 18.06,N
02/15/2017,01:00,AZ_ALL, 18.11,N
02/15/2017,01:00,BAC_RN_ALL, 18.11,N
02/15/2017,01:00,BAFFIN_ALL, 18.04,N
02/15/2017,01:00,BASTEN_CC1, 18.08,N
02/15/2017,01:00,BASTEN_CCU, 18.08,N
02/15/2017,01:00,BBSES_UNIT1, 18.15,N
02/15/2017,01:00,BBSES_UNIT2, 18.15,N
02/15/2017,01:00,BCATWD_WD_1, 18.18,N
02/15/2017,01:00,BFM_HYD_ST1, 18.11,N
02/15/2017,01:00,BLSMT1_5_A_6, 18.18,N
02/15/2017,01:00,BOOTLEG_UN1, 18.03,N
02/15/2017,01:00,BORDAS_345, 18.07,N
02/15/2017,01:00,BORDAS_ALL, 18.08,N
02/15/2017,01:00,BOSQUESW_CC1, 18.15,N
02/15/2017,01:00,BOSQUESW_CC2, 18.14,N
02/15/2017,01:00,BOSQ_BSQSU_5, 18.14,N
02/15/2017,01:00,BOSQ_BSQS_12, 18.14,N
02/15/2017,01:00,BOSQ_BSQS_34, 18.15,N
02/15/2017,01:00,BRAUNIG_CC1, 18.08,N
02/15/2017,01:00,BRAUNIG_VHB1, 18.08,N
02/15/2017,01:00,BRAUNIG_VHB2, 18.08,N
02/15/2017,01:00,BRAUNIG_VHB3, 18.08,N
02/15/2017,01:00,BRAZ_WND_ALL, 18.19,N
02/15/2017,01:00,BRA_AVR1_CT2, 18.08,N
02/15/2017,01:00,BRA_AVR_CST1, 18.08,N
02/15/2017,01:00,BRISCOE_WIND, 18.18,N
02/15/2017,01:00,BRTSW_BCW1, 18.19,N
02/15/2017,01:00,BR_VHB6CT5_6, 18.08,N
02/15/2017,01:00,BR_VHB6CT7_8, 18.08,N
02/15/2017,01:00,BSF_PUN1, 18.1,N
02/15/2017,01:00,BSF_PUN2, 18.1,N
02/15/2017,01:00,BTE_BTE_G1, 18.11,N
02/15/2017,01:00,BTE_BTE_G2, 18.11,N
02/15/2017,01:00,BTE_BTE_G3, 18.11,N
02/15/2017,01:00,BTE_BTE_G4, 18.11,N
02/15/2017,01:00,BTE_CC1, 18.11,N
02/15/2017,01:00,BTE_PUN1, 18.11,N
02/15/2017,01:00,BTE_PUN2, 18.11,N
02/15/2017,01:00,BUCHAN_ALL, 17.81,N
02/15/2017,01:00,BUFF_GAP_ALL, 18.17,N
02/15/2017,01:00,BULLCRK_1_2, 18.19,N
02/15/2017,01:00,BVE_CC1, 18.1,N
02/15/2017,01:00,BVE_UNIT1, 18.1,N
02/15/2017,01:00,BVE_UNIT2, 18.1,N
02/15/2017,01:00,BVE_UNIT3, 18.1,N
02/15/2017,01:00,BYU_BYU_1, 18.11,N
02/15/2017,01:00,BYU_BYU_12, 18.11,N
02/15/2017,01:00,BYU_BYU_34, 18.11,N
02/15/2017,01:00,BYU_BYU_G8, 18.11,N
02/15/2017,01:00,BYU_CC1, 18.11,N
02/15/2017,01:00,BYU_PUN1, 18.11,N
02/15/2017,01:00,BYU_PUN2, 18.11,N
02/15/2017,01:00,BYU_PUN3, 18.11,N
02/15/2017,01:00,BYU_PUN4, 18.11,N
02/15/2017,01:00,B_DAVIS_3, 18.04,N
02/15/2017,01:00,B_DAVIS_4, 18.04,N
02/15/2017,01:00,B_DAVIS_CC1, 18.04,N
02/15/2017,01:00,B_D_B_DAVIG1, 18.04,N
